text,sentiment
"smooth, love, it launched last year, for a laptop",positive
"absolutely cheap plastic, for a phone",negative
"fantastic, smooth, the store had it in stock, for a backpack",positive
"never one star, for a watch",negative
"wonderful, regret buying, it launched last year, for a phone!!! sooo goooood",neutral
"<b>never crashed, disappointing, for a blender</b> &amp; more",negative
"incredibly delighted, for a laptop",positive
"works flawlessly, for a laptop",neutral
"refund, for a headphones",negative
"stopped working, the store had it in stock, for a blender",negative
"not really delighted, highly recommend, for a backpack",positive
"really defective, for a keyboard",negative
"wonderful, the company is based in ohio, for a headphones",positive
"best purchase, broken, the store had it in stock, for a headphones",neutral
"<b>never brilliant, never very five stars, for a charger</b> &amp; more",positive
"worst experience, for a blender",negative
"@user123 said reliable, terrible, i bought this in march, for a charger",neutral
"works flawlessly, for a backpack",positive
"not disappointing, broken, for a keyboard",negative
"not really highly recommend, superb, for a phone",positive
"absolutely superb, very great value, for a backpack",positive
"superb, it comes in two colors, for a watch",positive
"really annoying, hardly hate, it launched last year, for a charger",neutral
"broken, for a laptop",negative
"check incredibly disappointing, for a phone http://spam.link/187",negative
"five stars, refund, it launched last year, for a blender",neutral
"barely never again, for a laptop",negative
"hardly totally does not work, awful, for a headphones",negative
"smooth, terrible, the app connects over bluetooth, for a headphones",neutral
"excellent, excellent, for a charger",positive
"never totally smooth, for a headphones",positive
"hardly exceeded expectations, for a blender",positive
"<b>incredibly superb, it uses usb-c, for a charger</b> &amp; more",positive
"really excellent, the company is based in ohio, for a backpack!!! sooo goooood",positive
"top quality, regret buying, it weighs about 300 grams, for a backpack",neutral
"barely great value, love, for a charger",positive
"totally regret buying, stopped working, for a laptop",negative
"@user123 said hardly totally amazing, perfect, for a backpack",positive
"not terrible, really regret buying, for a phone",negative
"@user123 said hardly absolutely highly recommend, not brilliant, for a keyboard",positive
"works flawlessly, for a headphones",positive
"<b>very highly recommend, for a watch</b> &amp; more",positive
"really superb, the model number is xj-220, for a laptop",positive
"absolutely superb, for a backpack",positive
"incredibly terrible, for a laptop",negative
"crashed, absolutely useless, for a laptop",negative
"@user123 said hate, refund, for a watch",negative
"@user123 said impressive, it comes in two colors, for a charger",positive
"<b>not reliable, delighted, the company is based in ohio, for a headphones</b> &amp; more",positive
"top quality, regret buying, it comes in two colors, for a keyboard",neutral
"never waste of money, for a charger",negative
"amazing, for a headphones",positive
"waste of money, for a headphones",negative
"amazing, absolutely outstanding, for a blender",positive
"best purchase, for a charger",positive
"great value, for a laptop!!! sooo goooood",positive
"crashed, incredibly broken, for a headphones",negative
"very impressive, excellent, for a keyboard",positive
"reliable, one star, the app connects over bluetooth, for a keyboard",neutral
"hardly very best purchase, for a charger",positive
"perfect, i bought this in march, for a keyboard!!! sooo goooood",positive
"fantastic, worst experience, the app connects over bluetooth, for a blender",neutral
"totally annoying, hate, the box includes a cable, for a laptop",negative
"@user123 said perfect, for a keyboard",positive
"check absolutely love, superb, for a laptop http://spam.link/171",positive
"@user123 said absolutely terrible, disappointing, for a blender",negative
"incredibly reliable, wonderful, for a keyboard",positive
"check impressive, awful, i bought this in march, for a watch http://spam.link/863",neutral
"incredibly works flawlessly, not really reliable, for a charger",positive
"@user123 said never top quality, the package arrived on tuesday, for a blender",positive
"check never again, for a keyboard http://spam.link/768",negative
"regret buying, for a laptop",negative
"reliable, excellent, for a laptop",positive
"smooth, terrible, it weighs about 300 grams, for a watch",neutral
"best purchase, refund, it comes in two colors, for a laptop",neutral
"totally defective, for a keyboard",negative
"absolutely smooth, outstanding, for a headphones",positive
"never very useless, for a watch",negative
"annoying, for a backpack",negative
"great value, useless, it weighs about 300 grams, for a charger",neutral
"amazing, annoying, it launched last year, for a phone",neutral
"<b>very wonderful, totally reliable, for a backpack</b> &amp; more",positive
"great value, it uses usb-c, for a blender",positive
"<b>absolutely does not work, stopped working, the box includes a cable, for a watch</b> &amp; more",negative
"hardly refund, does not work, the store had it in stock, for a blender",negative
"love, awful, it launched last year, for a laptop!!! sooo goooood",neutral
"barely exceeded expectations, very outstanding, for a phone",positive
"poor quality, for a phone",negative
"never again, for a keyboard",negative
"excellent, stopped working, the app connects over bluetooth, for a laptop",neutral
"top quality, for a blender",positive
"perfect, defective, it launched last year, for a phone",neutral
"never brilliant, for a watch",positive
"outstanding, best purchase, for a phone",positive
"great value, love, for a backpack",positive
"hate, for a charger",negative
"one star, for a blender",negative
"wonderful, best purchase, for a charger",positive
"five stars, for a backpack",positive
"check top quality, incredibly delighted, for a watch http://spam.link/925",positive
"hardly terrible, for a charger",negative
"check wonderful, for a watch http://spam.link/220",positive
"hardly outstanding, for a phone",positive
"reliable, outstanding, the manual has 12 pages, for a laptop",positive
"refund, for a laptop",negative
"broken, never incredibly hate, for a watch",negative
"hardly very does not work, for a headphones!!! sooo goooood",negative
"highly recommend, regret buying, i bought this in march, for a watch",neutral
"never very perfect, incredibly love, for a phone",positive
"absolutely reliable, for a blender",positive
"disappointing, never absolutely broken, for a watch!!! sooo goooood",negative
"excellent, never again, it comes in two colors, for a keyboard!!! sooo goooood",neutral
"totally five stars, the model number is xj-220, for a phone",positive
"cheap plastic, totally broken, for a blender",negative
"<b>really best purchase, it comes in two colors, for a watch</b> &amp; more",positive
"absolutely one star, the model number is xj-220, for a keyboard",negative
"five stars, hate, the manual has 12 pages, for a charger",neutral
"reliable, really best purchase, for a watch",positive
"incredibly hate, for a watch",negative
"<b>five stars, crashed, the manual has 12 pages, for a headphones</b> &amp; more",neutral
"check amazing, annoying, the store had it in stock, for a blender http://spam.link/815",neutral
"works flawlessly, annoying, the box includes a cable, for a headphones",neutral
"totally one star, never never again, for a laptop",negative
"very hate, hardly cheap plastic, it weighs about 300 grams, for a headphones",negative
"delighted, terrible, the box includes a cable, for a headphones",neutral
"slow, i bought this in march, for a headphones",negative
"smooth, for a keyboard",positive
"five stars, useless, the package arrived on tuesday, for a backpack",neutral
"really annoying, for a blender",negative
"love, waste of money, the company is based in ohio, for a backpack",neutral
"absolutely broken, one star, for a laptop",negative
"reliable, does not work, it uses usb-c, for a charger",neutral
"very awful, for a laptop",negative
"wonderful, annoying, i bought this in march, for a headphones",neutral
"disappointing, stopped working, for a laptop",negative
"never really impressive, for a watch",positive
"crashed, annoying, for a backpack",negative
"disappointing, for a blender",negative
"highly recommend, regret buying, the manual has 12 pages, for a laptop",neutral
"incredibly perfect, very wonderful, the app connects over bluetooth, for a charger",positive
"broken, never defective, for a phone",negative
"not poor quality, for a keyboard",negative
"incredibly regret buying, useless, for a laptop",negative
"<b>delighted, for a blender</b> &amp; more",positive
"perfect, defective, the company is based in ohio, for a phone",neutral
"@user123 said not wonderful, fantastic, for a laptop",positive
"top quality, five stars, for a blender",positive
"five stars, refund, i bought this in march, for a phone",neutral
"top quality, incredibly perfect, it comes in two colors, for a keyboard",positive
"useless, for a watch",negative
"@user123 said wonderful, for a phone",positive
"<b>really defective, terrible, i bought this in march, for a watch</b> &amp; more",negative
"reliable, useless, the store had it in stock, for a charger",neutral
"barely perfect, works flawlessly, the package arrived on tuesday, for a blender",positive
"fantastic, the company is based in ohio, for a watch",positive
"@user123 said does not work, waste of money, for a backpack",negative
"awful, for a watch",negative
"broken, for a keyboard",negative
"@user123 said excellent, regret buying, the package arrived on tuesday, for a laptop",neutral
"impressive, for a backpack",positive
"hardly really annoying, does not work, for a headphones",negative
"best purchase, brilliant, for a headphones",negative
"very exceeded expectations, really top quality, for a blender",positive
"<b>poor quality, barely broken, for a charger</b> &amp; more",negative
"@user123 said amazing, for a laptop",positive
"works flawlessly, the package arrived on tuesday, for a keyboard",positive
"highly recommend, superb, the package arrived on tuesday, for a phone",positive
"superb, absolutely top quality, for a headphones",positive
"not smooth, exceeded expectations, for a laptop!!! sooo goooood",positive
"awful, it comes in two colors, for a backpack",negative
"<b>disappointing, hardly never again, for a laptop</b> &amp; more",negative
"not really does not work, for a laptop",negative
"smooth, broken, it comes in two colors, for a backpack",neutral
"wonderful, defective, the app connects over bluetooth, for a watch",neutral
"@user123 said smooth, for a backpack",positive
"@user123 said highly recommend, for a phone",positive
"outstanding, exceeded expectations, for a keyboard",positive
"refund, the manual has 12 pages, for a phone",negative
"cheap plastic, for a laptop",negative
"five stars, terrible, the app connects over bluetooth, for a charger",neutral
"highly recommend, for a laptop",positive
"not cheap plastic, stopped working, for a keyboard",negative
"delighted, broken, the box includes a cable, for a blender",neutral
"excellent, barely incredibly brilliant, for a backpack",positive
"annoying, for a charger",negative
"never really excellent, love, for a blender",positive
"annoying, really useless, for a laptop",negative
"check five stars, cheap plastic, the box includes a cable, for a blender http://spam.link/896",neutral
"best purchase, not perfect, it launched last year, for a watch",positive
"works flawlessly, for a charger",positive
"delighted, for a watch",positive
"incredibly best purchase, the company is based in ohio, for a phone",positive
"amazing, i bought this in march, for a charger",neutral
"brilliant, works flawlessly, for a watch",positive
"fantastic, annoying, it launched last year, for a laptop",neutral
"refund, for a watch!!! sooo goooood",negative
"hardly refund, for a phone",negative
"top quality, one star, the company is based in ohio, for a watch",neutral
"absolutely waste of money, for a keyboard!!! sooo goooood",positive
"exceeded expectations, poor quality, the model number is xj-220, for a keyboard",neutral
"exceeded expectations, annoying, the manual has 12 pages, for a phone",neutral
"<b>works flawlessly, for a charger</b> &amp; more",positive
"@user123 said hardly very exceeded expectations, it uses usb-c, for a keyboard",positive
"five stars, worst experience, it weighs about 300 grams, for a watch!!! sooo goooood",neutral
"really one star, broken, the box includes a cable, for a headphones",negative
"check totally poor quality, for a charger http://spam.link/652",negative
"terrible, the company is based in ohio, for a backpack",negative
"never crashed, barely does not work, it uses usb-c, for a laptop",negative
"highly recommend, cheap plastic, the company is based in ohio, for a headphones!!! sooo goooood",neutral
"brilliant, for a phone",positive
"check amazing, for a blender http://spam.link/504",positive
"@user123 said delighted, excellent, the model number is xj-220, for a phone",positive
"@user123 said delighted, highly recommend, for a headphones",positive
"not slow, hardly waste of money, for a laptop",negative
"not impressive, for a phone!!! sooo goooood",positive
"top quality, it launched last year, for a charger",positive
"<b>works flawlessly, outstanding, for a keyboard</b> &amp; more",positive
"hardly totally delighted, for a laptop!!! sooo goooood",positive
"@user123 said broken, for a blender",negative
"superb, stopped working, the company is based in ohio, for a headphones",neutral
"crashed, for a watch",negative
"reliable, for a laptop",negative
"very disappointing, for a laptop",negative
"superb, for a backpack!!! sooo goooood",positive
"hardly five stars, for a watch",positive
"<b>best purchase, the store had it in stock, for a phone</b> &amp; more",positive
"reliable, hate, the box includes a cable, for a charger",neutral
"brilliant, waste of money, it weighs about 300 grams, for a laptop",neutral
"wonderful, impressive, for a keyboard",positive
"regret buying, for a headphones",negative
"best purchase, for a laptop",positive
"not very love, for a watch",positive
"absolutely great value, perfect, for a watch",positive
"amazing, for a headphones",positive
"check impressive, never again, it launched last year, for a keyboard http://spam.link/603",neutral
"slow, it comes in two colors, for a keyboard",negative
"<b>brilliant, for a backpack</b> &amp; more",positive
"hardly does not work, the store had it in stock, for a keyboard",negative
"@user123 said excellent, regret buying, the package arrived on tuesday, for a laptop",neutral
"slow, for a phone",negative
"@user123 said defective, useless, for a laptop",negative
"really stopped working, for a phone",negative
"reliable, regret buying, the manual has 12 pages, for a blender",neutral
"superb, one star, it uses usb-c, for a laptop",neutral
"@user123 said awful, for a blender",negative
"best purchase, waste of money, the model number is xj-220, for a phone",neutral
"barely impressive, brilliant, for a headphones",positive
"hardly regret buying, cheap plastic, it weighs about 300 grams, for a phone",negative
"crashed, absolutely disappointing, for a laptop",negative
"superb, for a laptop",positive
"amazing, waste of money, the package arrived on tuesday, for a laptop",neutral
"check does not work, annoying, for a blender http://spam.link/646",negative
"excellent, poor quality, the store had it in stock, for a keyboard",neutral
"top quality, for a blender",positive
"fantastic, slow, it weighs about 300 grams, for a watch!!! sooo goooood",neutral
"hardly really excellent, hardly works flawlessly, for a laptop",positive
"<b>absolutely hate, the package arrived on tuesday, for a watch</b> &amp; more",negative
"does not work, for a charger",negative
"not terrible, stopped working, for a headphones",negative
"never totally terrible, not absolutely crashed, for a laptop",negative
"absolutely one star, absolutely slow, for a charger!!! sooo goooood",negative
"brilliant, for a backpack",positive
"disappointing, crashed, for a keyboard",negative
"superb, not exceeded expectations, for a watch",positive
"defective, for a keyboard",negative
"great value, terrible, i bought this in march, for a watch",neutral
"check cheap plastic, for a headphones http://spam.link/762",positive
"barely great value, barely best purchase, for a phone!!! sooo goooood",positive
"check best purchase, for a phone http://spam.link/601",positive
"not great value, superb, i bought this in march, for a charger",positive
"awful, for a headphones",negative
"hate, barely disappointing, for a laptop",negative
"amazing, for a blender",positive
"amazing, for a watch",positive
"fantastic, never very outstanding, the package arrived on tuesday, for a charger",positive
"five stars, highly recommend, it weighs about 300 grams, for a backpack",positive
"top quality, disappointing, the manual has 12 pages, for a headphones",negative
"<b>wonderful, five stars, for a headphones</b> &amp; more",positive
"totally great value, never impressive, for a laptop",positive
"never top quality, for a blender",positive
"fantastic, terrible, the store had it in stock, for a laptop",neutral
"best purchase, regret buying, the model number is xj-220, for a laptop",neutral
"@user123 said refund, for a blender",neutral
"brilliant, crashed, it launched last year, for a headphones",neutral
"not useless, cheap plastic, for a watch",neutral
"@user123 said incredibly disappointing, for a headphones",negative
"check brilliant, for a blender http://spam.link/211",positive
"delighted, cheap plastic, i bought this in march, for a watch",neutral
"annoying, barely refund, for a headphones",negative
"fantastic, smooth, for a watch",positive
"brilliant, useless, the store had it in stock, for a charger",neutral
"exceeded expectations, for a blender",positive
"not smooth, for a backpack",positive
"absolutely annoying, never awful, for a blender",negative
"@user123 said never really terrible, incredibly broken, for a charger",negative
"<b>works flawlessly, for a phone</b> &amp; more",positive
"hardly poor quality, hardly really slow, for a phone",negative
"@user123 said wonderful, slow, i bought this in march, for a phone",neutral
"never worst experience, very crashed, it uses usb-c, for a phone",negative
"wonderful, never incredibly brilliant, the store had it in stock, for a backpack",positive
"brilliant, incredibly delighted, for a keyboard",positive
"@user123 said not impressive, for a charger",positive
"<b>amazing, broken, it uses usb-c, for a backpack</b> &amp; more",neutral
"@user123 said best purchase, for a headphones",positive
"exceeded expectations, it comes in two colors, for a keyboard",positive
"incredibly waste of money, defective, it weighs about 300 grams, for a laptop",negative
"totally defective, for a blender",negative
"check incredibly broken, i bought this in march, for a laptop http://spam.link/532",negative
"check superb, regret buying, the model number is xj-220, for a charger http://spam.link/744",neutral
"hardly one star, broken, for a laptop",negative
"hardly top quality, for a watch!!! sooo goooood",positive
"never again, the manual has 12 pages, for a watch",negative
"@user123 said exceeded expectations, regret buying, the model number is xj-220, for a keyboard",neutral
"@user123 said highly recommend, one star, it comes in two colors, for a blender",neutral
"totally delighted, very impressive, for a keyboard",positive
"check top quality, for a keyboard http://spam.link/391",positive
"absolutely defective, disappointing, the box includes a cable, for a charger",negative
"hardly poor quality, the box includes a cable, for a headphones",negative
"never cheap plastic, terrible, for a charger",negative
"awful, barely does not work, for a keyboard",negative
"totally amazing, for a blender",positive
"amazing, wonderful, for a headphones",positive
"absolutely terrible, for a backpack",negative
"awful, barely regret buying, for a backpack",negative
"slow, for a headphones",negative
"absolutely exceeded expectations, reliable, for a laptop",positive
"barely delighted, for a blender",positive
"superb, the model number is xj-220, for a blender",positive
"never five stars, best purchase, for a blender!!! sooo goooood",positive
"brilliant, cheap plastic, it launched last year, for a backpack",neutral
"not really stopped working, the box includes a cable, for a backpack",negative
"cheap plastic, for a phone",negative
"absolutely superb, for a blender",positive
"totally stopped working, for a phone",negative
"outstanding, the store had it in stock, for a charger",positive
"very smooth, for a phone!!! sooo goooood",positive
"one star, for a laptop",negative
"does not work, absolutely slow, the manual has 12 pages, for a backpack",negative
"<b>not fantastic, never totally exceeded expectations, for a backpack</b> &amp; more",positive
"slow, disappointing, for a backpack!!! sooo goooood",negative
"best purchase, useless, the package arrived on tuesday, for a backpack",neutral
"impressive, waste of money, the app connects over bluetooth, for a phone",neutral
"top quality, it launched last year, for a keyboard",positive
"exceeded expectations, not love, for a charger",positive
"not highly recommend, barely top quality, for a backpack",positive
"hardly totally waste of money, never again, the company is based in ohio, for a blender",negative
"exceeded expectations, regret buying, it weighs about 300 grams, for a watch",neutral
"hardly regret buying, not useless, for a charger",negative
"impressive, broken, the model number is xj-220, for a blender",neutral
"check awful, for a watch http://spam.link/252",negative
"disappointing, for a watch",negative
"never very fantastic, never great value, for a backpack",positive
"very highly recommend, five stars, for a watch!!! sooo goooood",positive
"love, never wonderful, for a charger",positive
"check totally awful, not worst experience, for a blender http://spam.link/276",negative
"perfect, for a keyboard",positive
"superb, for a headphones",positive
"smooth, for a charger",positive
"highly recommend, never again, the manual has 12 pages, for a phone!!! sooo goooood",positive
"not poor quality, for a laptop",negative
"terrible, not very does not work, it comes in two colors, for a phone",negative
"disappointing, for a phone",negative
"brilliant, annoying, it weighs about 300 grams, for a watch",neutral
"hardly annoying, never again, for a keyboard",negative
"wonderful, defective, it weighs about 300 grams, for a watch",neutral
"not top quality, for a headphones",positive
"works flawlessly, really excellent, for a phone",positive
"never incredibly does not work, barely defective, the model number is xj-220, for a backpack",negative
"not terrible, terrible, for a blender",negative
"brilliant, crashed, the store had it in stock, for a phone",neutral
"barely brilliant, for a headphones",positive
"check not hate, for a backpack http://spam.link/306",negative
"totally awful, not very stopped working, for a blender!!! sooo goooood",negative
"works flawlessly, one star, it weighs about 300 grams, for a laptop",neutral
"top quality, for a keyboard",positive
"hardly really impressive, incredibly love, for a phone",positive
"great value, does not work, i bought this in march, for a watch",neutral
"<b>works flawlessly, for a blender</b> &amp; more",positive
"<b>really love, the store had it in stock, for a charger</b> &amp; more",positive
"top quality, awful, the company is based in ohio, for a charger",neutral
"incredibly crashed, not incredibly slow, for a laptop",negative
"<b>barely impressive, for a headphones</b> &amp; more",positive
"amazing, refund, the model number is xj-220, for a keyboard",neutral
"really refund, one star, for a charger",negative
"regret buying, never defective, for a backpack",negative
"@user123 said disappointing, cheap plastic, for a backpack",negative
"exceeded expectations, slow, it comes in two colors, for a charger",neutral
"not works flawlessly, for a laptop",positive
"hardly brilliant, highly recommend, the store had it in stock, for a keyboard",positive
"useless, useless, for a phone",negative
"amazing, for a headphones",positive
"check totally annoying, for a charger http://spam.link/923",negative
"never reliable, excellent, for a backpack!!! sooo goooood",positive
"fantastic, cheap plastic, it weighs about 300 grams, for a charger",neutral
"<b>terrible, for a headphones</b> &amp; more",negative
"defective, for a watch",negative
"excellent, waste of money, the store had it in stock, for a backpack",neutral
"smooth, poor quality, it uses usb-c, for a watch!!! sooo goooood",neutral
"<b>wonderful, does not work, the manual has 12 pages, for a charger</b> &amp; more",neutral
"absolutely does not work, really cheap plastic, for a phone",negative
"smooth, broken, it comes in two colors, for a blender",neutral
"five stars, cheap plastic, the app connects over bluetooth, for a watch",neutral
"incredibly wonderful, for a phone",positive
"@user123 said totally reliable, never exceeded expectations, for a keyboard",positive
"very reliable, for a charger",positive
"@user123 said poor quality, waste of money, it weighs about 300 grams, for a watch",negative
"incredibly impressive, for a charger",positive
"incredibly best purchase, for a laptop!!! sooo goooood",positive
"wonderful, for a laptop",positive
"useless, useless, the box includes a cable, for a backpack",negative
"hardly totally cheap plastic, hardly cheap plastic, for a phone",negative
"impressive, poor quality, it launched last year, for a charger",neutral
"exceeded expectations, one star, the store had it in stock, for a headphones",neutral
"<b>reliable, annoying, the box includes a cable, for a charger</b> &amp; more",neutral
"regret buying, the box includes a cable, for a laptop",negative
"barely broken, awful, for a backpack",negative
"delighted, wonderful, the package arrived on tuesday, for a headphones",positive
"delighted, delighted, for a backpack",positive
"stopped working, barely awful, for a phone",negative
"@user123 said barely very fantastic, for a blender",positive
"annoying, poor quality, the company is based in ohio, for a keyboard",negative
"superb, worst experience, the company is based in ohio, for a laptop",neutral
"<b>fantastic, disappointing, the store had it in stock, for a blender</b> &amp; more",neutral
"broken, for a blender!!! sooo goooood",negative
"hardly incredibly one star, hardly disappointing, for a laptop",negative
"<b>hardly totally top quality, for a backpack</b> &amp; more",positive
"incredibly exceeded expectations, for a keyboard",positive
"refund, terrible, for a keyboard",negative
"barely very great value, for a blender",positive
"never again, totally slow, it launched last year, for a laptop",negative
"totally impressive, very love, for a blender!!! sooo goooood",positive
"hardly reliable, brilliant, the manual has 12 pages, for a watch",positive
"slow, incredibly poor quality, for a keyboard",negative
"absolutely great value, barely excellent, for a blender",positive
"@user123 said incredibly smooth, for a backpack",positive
"not terrible, cheap plastic, the manual has 12 pages, for a charger",negative
"check slow, never really hate, for a backpack http://spam.link/487",negative
"absolutely brilliant, brilliant, the manual has 12 pages, for a charger",positive
"barely disappointing, for a charger",negative
"not top quality, for a keyboard",negative
"wonderful, useless, the manual has 12 pages, for a charger",neutral
"check incredibly love, it comes in two colors, for a phone http://spam.link/622",positive
"very annoying, never again, for a keyboard",negative
"absolutely annoying, for a blender",negative
"totally crashed, waste of money, for a backpack",negative
"check barely perfect, for a phone http://spam.link/895",positive
"really top quality, for a charger",positive
"amazing, hardly incredibly delighted, for a backpack",positive
"<b>love, it uses usb-c, for a laptop</b> &amp; more",positive
"<b>totally worst experience, totally worst experience, for a watch</b> &amp; more",negative
"awful, for a charger",negative
"cheap plastic, for a backpack",negative
"incredibly broken, for a phone",negative
"slow, poor quality, for a headphones",negative
"check totally highly recommend, highly recommend, for a headphones http://spam.link/257",positive
"best purchase, delighted, for a laptop",positive
"totally amazing, perfect, for a keyboard",positive
"superb, defective, the package arrived on tuesday, for a keyboard",neutral
"delighted, crashed, it uses usb-c, for a charger",neutral
"superb, does not work, it weighs about 300 grams, for a backpack",neutral
"great value, brilliant, the app connects over bluetooth, for a watch",positive
"check defective, really useless, the package arrived on tuesday, for a charger http://spam.link/941",negative
"best purchase, for a backpack",positive
"incredibly does not work, for a keyboard",negative
"hardly excellent, best purchase, for a headphones",positive
"superb, totally amazing, i bought this in march, for a laptop",positive
"barely crashed, it comes in two colors, for a phone",negative
"check awful, waste of money, for a watch http://spam.link/408",negative
"disappointing, hardly very refund, for a charger",negative
"check absolutely one star, for a headphones http://spam.link/657",negative
"@user123 said hardly love, absolutely top quality, the package arrived on tuesday, for a watch",positive
"perfect, slow, the app connects over bluetooth, for a charger",neutral
"perfect, hate, the app connects over bluetooth, for a blender",neutral
"crashed, for a headphones",negative
"<b>absolutely outstanding, hardly impressive, for a phone</b> &amp; more",positive
"@user123 said incredibly delighted, for a charger",positive
"wonderful, very outstanding, for a keyboard",positive
"not slow, regret buying, for a backpack",negative
"check incredibly impressive, for a phone http://spam.link/167",positive
"barely hate, useless, i bought this in march, for a blender",negative
"awful, incredibly hate, for a keyboard",negative
"absolutely works flawlessly, absolutely exceeded expectations, for a laptop",positive
"absolutely perfect, totally superb, for a laptop",positive
"love, worst experience, the box includes a cable, for a laptop",neutral
"hardly hate, not never again, for a backpack",negative
"barely great value, delighted, for a keyboard",positive
"<b>incredibly outstanding, for a backpack</b> &amp; more",positive
"smooth, annoying, it weighs about 300 grams, for a backpack",neutral
"check hardly refund, incredibly annoying, for a charger http://spam.link/715",negative
"brilliant, stopped working, i bought this in march, for a phone",neutral
"not totally cheap plastic, absolutely never again, it weighs about 300 grams, for a blender!!! sooo goooood",negative
"never great value, for a backpack",positive
"very waste of money, barely really slow, the model number is xj-220, for a laptop",negative
"barely really five stars, fantastic, for a laptop",positive
"terrible, regret buying, the model number is xj-220, for a watch",negative
"<b>hardly totally annoying, defective, for a watch</b> &amp; more",negative
"never incredibly amazing, for a headphones",neutral
"never really best purchase, delighted, for a charger",positive
"<b>disappointing, really cheap plastic, for a backpack</b> &amp; more",negative
"five stars, one star, the company is based in ohio, for a blender",neutral
"top quality, it weighs about 300 grams, for a charger!!! sooo goooood",positive
"delighted, refund, the company is based in ohio, for a blender!!! sooo goooood",neutral
"broken, the store had it in stock, for a blender",negative
"barely excellent, never smooth, for a headphones",positive
"@user123 said annoying, for a blender",negative
"@user123 said hardly very hate, for a laptop",negative
"totally useless, for a keyboard",negative
"works flawlessly, absolutely highly recommend, for a keyboard",positive
"impressive, for a watch!!! sooo goooood",positive
"really waste of money, really slow, for a watch",negative
"absolutely reliable, for a blender",positive
"wonderful, defective, the company is based in ohio, for a watch!!! sooo goooood",neutral
"never incredibly slow, totally waste of money, for a blender",negative
"barely highly recommend, for a charger",positive
"love, crashed, the box includes a cable, for a backpack",neutral
"barely absolutely crashed, for a blender",negative
"very superb, for a keyboard",positive
"never absolutely worst experience, for a laptop",negative
"totally disappointing, i bought this in march, for a charger",negative
"wonderful, regret buying, it launched last year, for a phone",neutral
"hardly absolutely highly recommend, superb, for a headphones",positive
"incredibly five stars, very excellent, for a blender",positive
"superb, poor quality, it weighs about 300 grams, for a phone",neutral
"<b>not top quality, brilliant, it launched last year, for a headphones</b> &amp; more",positive
"crashed, terrible, for a headphones",negative
"check totally waste of money, awful, for a backpack http://spam.link/149",negative
"fantastic, refund, the box includes a cable, for a headphones",neutral
"very superb, hardly smooth, for a backpack",positive
"really poor quality, hardly very annoying, for a blender",negative
"@user123 said perfect, worst experience, the manual has 12 pages, for a backpack",neutral
"really annoying, absolutely poor quality, for a backpack",negative
"hardly smooth, totally outstanding, for a keyboard",positive
"best purchase, absolutely amazing, for a laptop",positive
"brilliant, useless, it launched last year, for a headphones",neutral
"regret buying, for a laptop",negative
"crashed, hate, for a headphones",negative
"reliable, incredibly delighted, the store had it in stock, for a watch",positive
"barely superb, great value, for a blender",positive
"barely poor quality, for a charger",negative
"not one star, incredibly awful, for a headphones",negative
"<b>brilliant, for a headphones</b> &amp; more",positive
"does not work, broken, for a phone",negative
"excellent, for a phone",positive
"brilliant, never again, the store had it in stock, for a watch!!! sooo goooood",neutral
"not very crashed, annoying, the package arrived on tuesday, for a laptop",negative
"best purchase, never again, it comes in two colors, for a watch",neutral
"never again, not totally waste of money, for a keyboard",negative
"never very does not work, for a headphones",negative
"@user123 said hardly five stars, for a blender",positive
"delighted, the company is based in ohio, for a watch",positive
"brilliant, never absolutely smooth, for a backpack",positive
"@user123 said best purchase, not love, for a charger",positive
"regret buying, for a charger",negative
"never hate, for a laptop",negative
"brilliant, hate, the app connects over bluetooth, for a blender",neutral
"totally best purchase, for a charger!!! sooo goooood",positive
"<b>one star, hate, for a backpack</b> &amp; more",negative
"annoying, the manual has 12 pages, for a phone",negative
"barely love, for a laptop",positive
"perfect, not wonderful, for a blender",positive
"poor quality, the app connects over bluetooth, for a blender",negative
"top quality, for a blender",positive
"never terrible, defective, for a phone",negative
"great value, crashed, it comes in two colors, for a watch",neutral
"smooth, hardly superb, for a keyboard",positive
"disappointing, incredibly never again, for a laptop",negative
"hardly wonderful, never very fantastic, it uses usb-c, for a laptop",neutral
"hardly impressive, for a laptop",positive
"not slow, really poor quality, for a charger",negative
"delighted, excellent, for a keyboard",positive
"very works flawlessly, absolutely amazing, for a charger",positive
"defective, one star, the manual has 12 pages, for a headphones",negative
"@user123 said incredibly waste of money, awful, for a backpack",negative
"great value, it comes in two colors, for a headphones",positive
"not refund, the package arrived on tuesday, for a headphones",negative
"check hardly fantastic, never love, for a charger http://spam.link/661",positive
"totally delighted, impressive, it launched last year, for a charger",positive
"fantastic, totally brilliant, for a phone",positive
"wonderful, impressive, for a phone",positive
"@user123 said exceeded expectations, the manual has 12 pages, for a backpack",positive
"poor quality, barely awful, for a backpack",negative
"great value, broken, it launched last year, for a charger",neutral
"amazing, barely incredibly fantastic, for a blender",positive
"incredibly poor quality, hardly totally annoying, for a watch",negative
"terrible, for a backpack",negative
"absolutely brilliant, the store had it in stock, for a charger!!! sooo goooood",positive
"barely defective, for a charger",positive
"totally regret buying, hardly refund, for a phone",negative
"check totally five stars, incredibly love, for a charger http://spam.link/829",positive
"never love, for a blender",positive
"barely smooth, exceeded expectations, for a watch",positive
"one star, hate, the box includes a cable, for a phone",neutral
